id,url,title,subtitle,claps,responses,reading_time,publication,date,title_length,subtitle_length
702,https://towardsdatascience.com/learning-python-for-data-science-on-the-job-part-2-practice-b4ece80488da,"learning_python_for_data_science_on-the-job,_part_2: practice",a_side-by-side_case_study_of linear…,23.0,0,10,towards_data_science,15-01-2023,61,36
703,https://uxdesign.cc/is-ai-going-to-steal-your-job-and-burn-down-your-house-a1ba66a6d5af,is_ai_going_to_steal_your_job_and_burn_down_your house?,"<em_class=""markup--em_markup--h4-em"">public_and_professional_perceptions_of</em>",196.0,6,19,ux_collective,15-01-2023,55,80
704,https://uxdesign.cc/why-tech-companies-are-turning-to-product-designers-8d555ab13a4e,why_tech_companies_are_turning_to_product_designers,thoughts_on_transitioning_from_ux_to product…,450.0,7,5,ux_collective,15-01-2023,51,45
705,https://uxdesign.cc/the-problems-with-screens-add07a11b87e,the_problems_with screens,0,173.0,1,7,ux_collective,15-01-2023,25,0
706,https://uxdesign.cc/5-edtech-trends-that-will-stay-in-2023-3af0621ca7bc,5_edtech_trends_that_will_stay_in 2023,the_future_of_education_technology,35.0,2,3,ux_collective,15-01-2023,38,34
707,https://medium.com/swlh/detecting-ai-generated-text-b56b3e8ca730,detecting_ai-generated_text,did_chatgpt_write_this?_we_deserve_to know.,167.0,4,5,the_startup,15-01-2023,27,43
708,https://medium.com/swlh/11-ways-ive-created-job-free-income-for-myself-bb447850a3e1,11_ways_i’ve_created_job-free_income_for myself,0,1000.0,11,7,the_startup,15-01-2023,47,0
709,https://medium.com/swlh/ai-content-specialists-are-the-next-phase-in-the-evolution-of-freelance-writing-ed4938f182bb,ai_content_specialists_are_the_next_phase_in_the_evolution_of_freelance_writing,it’s_in_a_freelancer’s…,1400.0,14,6,the_startup,15-01-2023,79,23
710,https://medium.com/swlh/nfts-will-revolutionize-intellectual-property-ip-and-now-you-can-grab-a-piece-of-the-pie-9ed4cc07a16b,nfts_will_revolutionize_intellectual_property_(ip)_and_now_you_can_grab_a_piece_of_the pie,0,333.0,4,8,the_startup,15-01-2023,90,0
711,https://medium.com/swlh/how-to-make-your-first-1-000-as-an-online-creator-c5b203bfd4aa,"how_to_make_your_first_$1,000_as_an_online creator",for_those_who_have_yet_to_get there,950.0,16,6,the_startup,15-01-2023,50,35
712,https://medium.com/swlh/8-things-i-wish-i-knew-before-launching-my-online-business-5d71ce4aac93,8_things_i_wish_i_knew_before_launching_my_online business,starting_an_online_business_is_a big…,271.0,4,7,the_startup,15-01-2023,58,37
713,https://medium.com/swlh/dont-hit-publish-before-asking-yourself-this-one-important-question-164951e764af,don’t_hit_publish_before_asking_yourself_this_one_important_question,always_try_to_consider the…,638.0,10,4,the_startup,15-01-2023,68,27
714,https://writingcooperative.com/what-makes-me-skip-your-story-2277d2b408d9,what_makes_me_skip_your story,any_of_these_5_things_will_get_me_out_of_your_story_within_10 seconds,5400.0,92,7,the_writing_cooperative,15-01-2023,29,69
715,https://writingcooperative.com/5-ways-writers-can-adapt-to-the-introduction-of-ai-writing-tools-c9394ac2b5f1,5_ways_writers_can_adapt_to_the_introduction_of_ai_writing tools,0,612.0,9,7,the_writing_cooperative,15-01-2023,64,0
716,https://writingcooperative.com/3-easy-tips-to-turn-your-personal-experience-into-life-lessons-and-help-others-through-writing-f5330b86bcfd,3_easy_tips_to_turn_your_personal_experience_into_life_lessons_and_help_others_through writing,0,784.0,15,9,the_writing_cooperative,15-01-2023,94,0
717,https://writingcooperative.com/want-to-be-a-writer-get-a-real-job-ff4ddef88a0d,want_to_be_a_writer?_get_a_real job,getting_a_day_job_made_me_more_creative._here’s why.,662.0,15,5,the_writing_cooperative,15-01-2023,35,52
718,https://towardsdatascience.com/learning-and-inference-in-a-forward-pass-the-new-framework-dc1356399002,learning_and_inference_in_a_forward_pass:_the_new_framework,learning_and_inference_unified_into a…,88.0,2,18,towards_data_science,20-01-2023,59,38
719,https://towardsdatascience.com/data-governance-but-make-it-a-team-sport-30dc0164fb7c,"data_governance,_but_make_it_a_team sport",there’s_no_,187.0,1,6,towards_data_science,20-01-2023,41,11
720,https://towardsdatascience.com/transformer-models-for-custom-text-classification-through-fine-tuning-3b065cc08da1,transformer_models_for_custom_text_classification_through_fine-tuning,a_tutorial_on_how_to_build a…,139.0,1,4,towards_data_science,20-01-2023,69,29
721,https://towardsdatascience.com/3d-and-motion-in-data-visualisation-d25a386810dd,3d_and_motion_in_data_visualisation,how_an_open_source_tool_behind_many_hollywood_special_effects can…,11.0,1,3,towards_data_science,20-01-2023,35,66
722,https://towardsdatascience.com/on-ai-and-types-of-reasoning-fc6980295158,on_ai_and_types_of_reasoning,how_does_ai_make_decisions?,103.0,0,5,towards_data_science,20-01-2023,28,27
723,https://uxdesign.cc/the-future-of-ux-2023-and-beyond-10e916e208c6,the_future_of_ux:_2023_and beyond,"despite_anxiety_about_the_economy_and_ai,_the_future_of_ux is…",682.0,7,12,ux_collective,20-01-2023,33,62
724,https://uxdesign.cc/designing-a-robust-right-to-left-ui-in-arabic-hebrew-and-farsi-d1e662a09cfa,"designing_a_robust_right-to-left_ui_in_arabic,_hebrew_and farsi",secret_tips_and_tricks_for_ui_and ux…,366.0,7,8,ux_collective,20-01-2023,63,37
725,https://uxdesign.cc/why-you-should-define-a-purpose-before-you-try-solving-problems-8a74243abf57,"<strong_class=""markup--strong_markup--h3-strong"">why_you_should_define_a_purpose_before_you_try_solving problems</strong>","<em_class=""markup--em_markup--h4-em"">addressing_solutions_from the</em>",158.0,1,7,ux_collective,20-01-2023,121,71
726,https://uxdesign.cc/how-ux-can-use-product-to-design-solutions-for-user-and-business-needs-93abdd5b2930,how_ux_can_use_product_to_design_solutions_for_user_and_business needs,ask_your_product_teams about…,91.0,0,5,ux_collective,20-01-2023,70,29
727,https://medium.com/swlh/the-smart-way-to-get-rid-of-shitty-customers-and-regain-your-headspace-ab8d9cdce2d,the_smart_way_to_get_rid_of_shitty_customers_and_regain_your_headspace,all_business_owners or…,631.0,12,6,the_startup,20-01-2023,70,23
728,https://medium.com/swlh/5-expensive-investments-my-solopreneur-business-sadly-needs-this-year-3696288afddb,5_expensive_investments_my_solopreneur_business_[sadly]_needs_this year,and_i’m_not_too_happy_about it.,1400.0,35,4,the_startup,20-01-2023,71,31
729,https://medium.com/swlh/5-ways-of-using-storytelling-to-convert-procrastinators-into-action-takers-d6f41d0901f5,5_ways_of_using_storytelling_to_convert_procrastinators_into_action-takers,how_you_can_drive urgent…,503.0,8,6,the_startup,20-01-2023,74,25
730,https://medium.com/swlh/4-ways-i-get-clients-without-sending-cold-emails-f8bd003f9efe,4_ways_i_get_clients_without_sending_cold emails,marketing_yourself_vs._sales_pitching — see what…,661.0,9,6,the_startup,20-01-2023,48,49
731,https://medium.com/swlh/7-leadership-lessons-from-the-best-and-worst-leaders-ive-encountered-529c8c75caa,7_leadership_lessons_from_the_best_and_worst_leaders_i’ve_encountered,how_to_be_a_good_leader — at…,151.0,2,5,the_startup,20-01-2023,69,29
732,https://medium.com/swlh/contrepreneur-strategies-to-avoid-in-the-digital-economy-81339c5ab6ca,contrepreneur_strategies_to_avoid_in_the_digital economy,tech_has_lowered_the_barrier_to_imitate real…,110.0,0,6,the_startup,20-01-2023,56,45
733,https://medium.com/swlh/dont-find-time-to-hustle-find-3-tasks-that-propel-you-forwards-646095b65694,don’t_find_time_to_hustle — find_3_tasks_that_propel_you forwards,how_to_get_37x_better_in_one year,61.0,1,5,the_startup,20-01-2023,65,33
734,https://writingcooperative.com/booktok-a-double-edged-sword-for-the-publishing-industry-53add84f0c66,booktok:_a_double-edged_sword_for_the_publishing_industry,the_dark_side_of_booktok’s_viral books,197.0,4,6,the_writing_cooperative,20-01-2023,57,38
735,https://writingcooperative.com/how-to-keep-your-head-up-as-a-non-native-writer-6c4ca98fd720,how_to_keep_your_head_up_as_a_non-native_writer,a_case_study_from_one_“non-native”_english writer,490.0,6,12,the_writing_cooperative,20-01-2023,47,49
736,https://writingcooperative.com/when-your-characters-rebel-4f754a2822af,when_your_characters_rebel,how_to_quell_the_confusion_within_your story,283.0,5,7,the_writing_cooperative,20-01-2023,26,44
737,https://towardsdatascience.com/a-complete-guide-to-data-driven-customer-acquisition-f0f1708b328,a_complete_guide_to_data-driven_customer_acquisition,0,277.0,3,6,towards_data_science,18-01-2023,52,0
738,https://towardsdatascience.com/10-trends-that-will-shape-the-role-of-data-scientists-in-the-next-10-years-759cdda3a442,10_trends_that_will_shape_the_role_of_data_scientists_in_the_next 10…,0,412.0,2,10,towards_data_science,18-01-2023,69,0
739,https://towardsdatascience.com/predicting-metadata-for-humanitarian-datasets-using-gpt-3-b104be17716d,predicting_metadata_for_humanitarian_datasets_using gpt-3,0,349.0,2,19,towards_data_science,18-01-2023,57,0
740,https://towardsdatascience.com/mean-absolute-log-error-male-a-better-relative-performance-metric-a8fd17bc5f75,mean_absolute_log_error_(male):_a_better_“relative”_performance_metric,introducing_the_mae_and_mse of…,134.0,3,11,towards_data_science,18-01-2023,70,31
741,https://towardsdatascience.com/mean-average-precision-at-k-map-k-clearly-explained-538d8e032d2,mean_average_precision_at_k_(map@k)_clearly_explained,one_of_the_most_popular_evaluation_metrics for…,21.0,2,7,towards_data_science,18-01-2023,53,47
742,https://towardsdatascience.com/introduction-to-p-value-and-significance-testing-with-examples-543fe3beb5a1,introduction_to_p-value_and_significance_testing_with examples,understand_the_idea_behind the…,181.0,1,9,towards_data_science,18-01-2023,62,31
743,https://towardsdatascience.com/how-simpsons-paradox-can-mislead-statistics-f63d1c6a8e15,how_simpson’s_paradox_can_mislead_statistics,and_why_ml_interpretations_are_not_always reliable,218.0,2,12,towards_data_science,18-01-2023,44,50
744,https://towardsdatascience.com/invoice-understanding-468885c9c322,business_document_understanding,classify_document_entities_using_layoutlm model,293.0,3,11,towards_data_science,18-01-2023,31,47
745,https://towardsdatascience.com/how-to-implement-learning-to-rank-model-using-python-569cd9c49b08,how_to_implement_learning_to_rank_model_using python,the_step-by-step_guide_on_how_to_implement_the…,60.0,0,9,towards_data_science,18-01-2023,52,47
746,https://towardsdatascience.com/xgboost-now-support-mae-as-objective-fdbbe18e173,xgboost_now_support_mae_as_objective.,"how_is_that_possible,_as_mae_is_non-smooth?",37.0,3,5,towards_data_science,18-01-2023,37,43
747,https://towardsdatascience.com/an-intuitive-explanation-for-inverse-propensity-weighting-in-causal-inference-459a7e6fa94a,an_intuitive_explanation_for_inverse_propensity_weighting_in_causal_inference,understanding_the roots…,33.0,1,8,towards_data_science,18-01-2023,77,24
748,https://towardsdatascience.com/sampling-the-unsung-hero-of-data-science-5687c1bd1c1e,sampling — the_unsung_hero_of_data science,"sampling:_methodologies,_implementation_and_comparison",85.0,1,6,towards_data_science,18-01-2023,42,54
749,https://towardsdatascience.com/naive-bayes-from-scratch-with-tensorflow-6e04c5a25947,naive_bayes_from_scratch_with_tensorflow,probabilistic_deep learning,22.0,1,10,towards_data_science,18-01-2023,40,27
750,https://towardsdatascience.com/what-is-a-life-cycle-assessment-lca-e32a5078483a,what_is_a_life_cycle_assessment?_lca,learn_how_life_cycle_assessment_can_help_businesses_evaluate_the_environmental_impacts_of_a_product_over_its_entire_life_cycle_and_improve_sustainability.,60.0,0,9,towards_data_science,18-01-2023,36,154
751,https://towardsdatascience.com/the-real-power-of-data-science-is-hiding-in-plain-sight-700079f20d53,the_real_power_of_data_science_is_hiding_in_plain sight,by_focusing_on method…,12.0,1,5,towards_data_science,18-01-2023,55,22
752,https://towardsdatascience.com/easy-cdk-deep-learning-ec2-instances-f30fbeec1ea3,easy_cdk_deep_learning_ec2_instances,deploying_an_ec2_instance_for_deep_learning_is_easy_with cdk,58.0,0,10,towards_data_science,18-01-2023,36,60
753,https://towardsdatascience.com/implementing-ai-is-like-buying-and-driving-a-car-but-different-1e85f6afcc92,implementing_ai_is_like_buying_and_driving_a_car_(but_different),an_analogy_to_help_explain common…,33.0,2,8,towards_data_science,18-01-2023,64,34
754,https://towardsdatascience.com/do-discretized-qubits-work-in-practice-60acf19fc68c,do_discretized_qubits_work_in_practice?,what_if_a_qubit_is_more_than_just_0_or 1?,15.0,1,9,towards_data_science,18-01-2023,39,41
755,https://towardsdatascience.com/tips-to-understand-regular-expressions-in-r-5d25be06f2a8,tips_to_understand_regular_expressions_in r,gain_more_knowledge_in_regexp_with stringr,13.0,1,8,towards_data_science,18-01-2023,43,42
756,https://towardsdatascience.com/what-is-devops-a5f142948c5,what_is devops?,get_to_know_the_new_principal_of_programming,52.0,1,5,towards_data_science,18-01-2023,15,44
757,https://towardsdatascience.com/contextual-text-correction-using-nlp-81a1363c5fc3,"<strong_class=""markup--strong_markup--h3-strong"">contextual_text_correction_using nlp</strong>","<strong_class=""markup--strong_markup--h4-strong"">detecting_and_correcting_errors_that_involve_modeling context</strong>",7.0,0,23,towards_data_science,18-01-2023,94,119
758,https://towardsdatascience.com/product-managers-must-decide-features-or-user-design-e3a14a27859,product_managers_must_decide:_features_or_user design,product_managers_must_decide_to_optimize user…,1.0,0,7,towards_data_science,18-01-2023,53,46
759,https://uxdesign.cc/understanding-the-role-of-language-in-product-design-61ed495d5f80,understanding_the_role_of_language_in_product design,a_guide_to_ux_writing_for_designers,355.0,0,6,ux_collective,18-01-2023,52,35
760,https://medium.com/swlh/mark-mansons-popular-book-that-transformed-pop-culture-was-no-accident-10819cab363c,mark_manson’s_popular_book_that_transformed_pop_culture_was_no accident,“i_just_googled_other content…,1400.0,20,6,the_startup,18-01-2023,71,30
761,https://medium.com/swlh/how-i-make-a-full-time-income-by-writing-backward-articles-473fa8fd6813,how_i_make_a_full-time_income_by_writing_backward articles,using_the_power_of_inverted_writing to…,843.0,11,7,the_startup,18-01-2023,58,39
762,https://medium.com/swlh/what-made-you-1000-wont-make-you-10k-as-a-writer-ee66ace1c20b,what_made_you_$1000_won’t_make_you_$10k_as_a writer,mindset_shifts_that_will_massively_boost your…,915.0,10,5,the_startup,18-01-2023,51,46
763,https://medium.com/swlh/time-blocking-for-content-creators-a-simple-guide-to-better-efficiency-289dee1d79be,"<strong_class=""markup--strong_markup--h3-strong"">time-blocking_for_content_creators:_a_simple_guide_to_better_efficiency</strong>","<strong_class=""markup--strong_markup--h4-strong""><em_class=""markup--em_markup--h4-em"">use_these_five_secret blocks</em></strong>",257.0,3,6,the_startup,18-01-2023,129,128
764,https://medium.com/swlh/predict-your-freelance-income-with-a-what-if-calculator-50ebedcf5fcb,predict_your_freelance_income_with_a_what-if_calculator,"reduce_the_stress,_even_if_your_income is…",330.0,1,6,the_startup,18-01-2023,55,42
765,https://medium.com/swlh/should-you-use-ai-to-write-for-your-side-hustle-678395d6e82f,should_you_use_ai_to_write_for_your_side hustle?,"maybe,_as_long_as_you_proceed_with caution.",255.0,2,4,the_startup,18-01-2023,48,43
766,https://medium.com/swlh/how-to-procrastinate-strategically-for-better-outcomes-1d67cbcf78e5,how_to_procrastinate_‘strategically’_for_better outcomes,0,219.0,5,5,the_startup,18-01-2023,56,0
767,https://writingcooperative.com/four-beginner-proofreading-mistakes-to-avoid-c97c499564e1,four_beginner_proofreading_mistakes_to avoid,what_you_can’t_rely on…,0.0,0,4,the_writing_cooperative,18-01-2023,44,23
768,https://writingcooperative.com/3-key-elements-of-an-unexpected-and-unforgettable-twist-1f35f38eae33,3_key_elements_of_an_unexpected_(and_unforgettable)_twist,a_jaw-dropping_twist_can_lead_to_a_memorable…,575.0,7,5,the_writing_cooperative,18-01-2023,57,45
769,https://writingcooperative.com/write-now-with-erin-carrougher-b06006751929,write_now_with_erin_carrougher,"today’s_write_now_interview_features_erin_carrougher,_sales manager…",354.0,4,3,the_writing_cooperative,18-01-2023,30,68
770,https://writingcooperative.com/the-ultimate-guide-to-a-successful-mfa-application-5c6a2a23484c,the_ultimate_guide_to_a_successful_mfa_application,a_3-step_process_that_will_ensure_you_focus_on the…,0.0,0,8,the_writing_cooperative,18-01-2023,50,51
771,https://towardsdatascience.com/how-to-level-up-your-python-skills-by-learning-from-these-professionals-3e906b83f355,how_to_level_up_your_python_skills_by_learning_from_these_professionals,prevent_staying_stuck_at the…,235.0,3,7,towards_data_science,09-03-2023,71,29
772,https://towardsdatascience.com/advanced-gui-interface-with-python-cb04ef2e29b9,advanced_gui_interface_with python,getting_started_with_more_modern_development_interfaces_with python…,347.0,4,8,towards_data_science,09-03-2023,34,68
773,https://towardsdatascience.com/the-perfect-text-editor-for-jupyter-a-complete-python-ide-608dd466560b,the_perfect_text_editor_for_jupyter:_a_complete_python ide,from_syntax_highlighting_to code…,29.0,3,5,towards_data_science,09-03-2023,58,33
774,https://towardsdatascience.com/traditional-versus-neural-metrics-for-machine-translation-evaluation-2931bd22fe61,traditional_versus_neural_metrics_for_machine_translation_evaluation,100+_new_metrics_since 2010,117.0,1,15,towards_data_science,09-03-2023,68,27
775,https://towardsdatascience.com/find-inspiration-for-your-next-data-science-side-project-8b05851dce91,find_inspiration_for_your_next_data_science_side project,0,86.0,3,3,towards_data_science,09-03-2023,56,0
776,https://towardsdatascience.com/a-complete-guide-to-cohort-analysis-using-bigquery-and-looker-studio-1cd18c0edd79,a_complete_guide_to_cohort_analysis_using_bigquery_and_looker studio,demystifying_cohort_analysis…,79.0,0,5,towards_data_science,09-03-2023,68,29
777,https://towardsdatascience.com/apache-spark-mllib-vs-scikit-learn-building-machine-learning-pipelines-be49ecc69a82,apache_spark_mllib_vs_scikit-learn:_building_machine_learning_pipelines,code_implementations_for ml…,65.0,0,8,towards_data_science,09-03-2023,71,28
778,https://towardsdatascience.com/data-curation-guide-for-computer-vision-acc525f4cd7,data_curation_guide_for_computer vision,"<strong_class=""markup--strong_markup--h4-strong"">data_curation_in_computer_vision_lacks_standardization</strong>",65.0,0,10,towards_data_science,09-03-2023,39,112
779,https://towardsdatascience.com/10-women-working-in-it-and-data-share-their-experience-17d8845233e6,10_women_working_in_it_and_data_share_their_experience,0,32.0,1,9,towards_data_science,09-03-2023,54,0
780,https://towardsdatascience.com/how-to-find-an-apartment-with-a-short-commute-4680e10689d9,how_to_find_an_apartment_with_a_short commute,a_guide_on_how_to_make_a_customized_commuter’s_map of…,52.0,1,5,towards_data_science,09-03-2023,45,54
781,https://towardsdatascience.com/ghostly-images-and-qubits-a-new-way-to-visualize-quantum-superposition-94b582889549,ghostly_images_and_qubits:_a_new_way_to_visualize_quantum_superposition,0,84.0,0,10,towards_data_science,09-03-2023,71,0
782,https://towardsdatascience.com/leverage-the-power-of-aggregate-ad5d69810c62,leverage_the_power_of_aggregate,use_pandas_aggregate_to_speed_up_your_data analysis,45.0,2,8,towards_data_science,09-03-2023,31,51
783,https://towardsdatascience.com/4-powerful-unique-ways-to-help-you-critically-evaluate-the-next-data-science-project-you-come-112cc246c5cf,"4_powerful,_unique_ways_to_help_you_critically_evaluate_the_next_data_science_project_you come",0,7.0,1,9,towards_data_science,09-03-2023,94,0
784,https://uxdesign.cc/why-dont-your-colleagues-approve-your-mockups-ux-office-politics-explained-dffc0e31e155,why_don’t_your_colleagues_approve_your_mockups?_ux_office_politics_explained,0,528.0,6,13,ux_collective,09-03-2023,76,0
785,https://uxdesign.cc/your-team-needs-a-better-balance-between-starters-and-finishers-37047c8ad952,your_team_needs_a_better_balance_between_starters_and_finishers,delving_into_the_different_ux_mindsets…,945.0,6,8,ux_collective,09-03-2023,63,39
786,https://uxdesign.cc/the-designers-guide-to-development-64c3de7441f3,the_designers’_guide_to_development,0,181.0,0,6,ux_collective,09-03-2023,35,0
787,https://uxdesign.cc/the-ability-to-do-diy-user-research-is-becoming-a-more-valuable-skill-ac0471d1fbb8,the_ability_to_do_diy_user_research_is_becoming_a_more_valuable skill,user_research_is_starting_to get…,114.0,0,7,ux_collective,09-03-2023,69,33
788,https://uxdesign.cc/fusing-art-design-in-ux-storytelling-b9a22001b9bf,fusing_art_&_design_in_ux_storytelling,how_product_storytelling_can_solve_problems_and_kickstart…,77.0,0,4,ux_collective,09-03-2023,38,58
789,https://medium.com/swlh/im-going-to-waste-1-000-just-to-prove-that-every-startup-idea-is-worthless-77f0f0a576c6,"<strong_class=""markup--strong_markup--h3-strong"">i’m_burning_$1,000_just_to_teach_every_entrepreneur_the_most_important_lesson_in startups</strong>",0,287.0,3,4,the_startup,09-03-2023,147,0
790,https://medium.com/swlh/skip-the-promotion-create-on-the-internet-c002379d1be5,skip_the_promotion._create_on_the_internet.,the_way_to_get_the_executive_salary_without_the stress,1300.0,25,4,the_startup,09-03-2023,43,54
791,https://medium.com/swlh/passive-income-blueprint-how-i-earn-1k-passively-every-month-and-you-can-too-d72e0a0ce362,passive_income_blueprint:_how_i_earn_$1k+_passively_every_month_and_you_can too,"no_gimmicks,_no false…",451.0,9,6,the_startup,09-03-2023,79,22
792,https://medium.com/swlh/writers-waste-years-of-their-lives-before-they-notice-these-8-mistakes-7c25ac1cdd5f,writers_waste_years_of_their_lives_before_they_notice_these_8 mistakes,if_you_want_to_improve your…,1400.0,18,7,the_startup,09-03-2023,70,28
793,https://medium.com/swlh/steal-my-simple-daily-writing-system-so-you-will-never-face-idea-bankruptcy-again-807df1f78003,"<strong_class=""markup--strong_markup--h3-strong"">steal_my_simple_daily_writing_system_so_you_will_never_face_idea_bankruptcy_again</strong>",an_article_from a…,416.0,3,5,the_startup,09-03-2023,139,18
794,https://medium.com/swlh/five-uncomfortable-realities-you-must-accept-before-working-the-short-week-dream-f225d4e9c707,five_uncomfortable_realities_you_must_accept_before_working_the_short_week dream,"and_even_then, smart…",132.0,1,7,the_startup,09-03-2023,80,21
795,https://writingcooperative.com/3-storytelling-frameworks-i-am-using-to-transform-my-content-writing-8433c83ce87e,3_storytelling_frameworks_i_am_using_to_transform_my_content writing,and_how_you_can_incorporate_them…,1000.0,20,7,the_writing_cooperative,09-03-2023,68,33
796,https://writingcooperative.com/if-youre-a-mediocre-writer-here-are-3-reasons-why-that-is-great-for-you-d3142482627c,"if_you’re_a_mediocre_writer,_here_are_3_reasons_why_that_is_great_for you.","i_have_good_news, but…",342.0,5,5,the_writing_cooperative,09-03-2023,74,22
797,https://writingcooperative.com/how-to-ride-a-manta-ray-ffdb8a1b8efd,how_to_ride_a_manta ray,and_why_becoming_a_writer_late_in_life_isn’t_a_disadvantage,268.0,5,5,the_writing_cooperative,09-03-2023,23,59
798,https://towardsdatascience.com/a-simple-approach-to-hierarchical-time-series-forecasting-with-machine-learning-2e180d83966c,a_simple_approach_to_hierarchical_time_series_forecasting_with_machine learning,0,0.0,0,8,towards_data_science,14-03-2023,79,0
799,https://towardsdatascience.com/3-quick-and-easy-ways-to-visualize-your-data-using-pandas-4cac57fb4c82,3_quick_and_easy_ways_to_visualize_your_data_using pandas,0,57.0,2,9,towards_data_science,14-03-2023,57,0
800,https://towardsdatascience.com/build-a-back-end-with-postgresql-fastapi-and-docker-7ebfe59e4f06,"build_a_back-end_with_postgresql,_fastapi,_and docker",a_step-by-step_guide_to_develop_a_map-based…,28.0,1,28,towards_data_science,14-03-2023,53,44
801,https://towardsdatascience.com/understanding-time-series-trend-addfd9d7764e,understanding_time_series trend,"deterministic_trends_vs_stochastic_trends,_and_how_to_deal_with them",137.0,1,6,towards_data_science,14-03-2023,31,68
802,https://towardsdatascience.com/is-logistic-regression-a-regressor-or-a-classifier-lets-end-the-debate-a01b024f7f65,is_logistic_regression_a_regressor_or_a_classifier?_let’s_end_the debate,from_two_different_perspectives_and_with_3 rounds,99.0,3,11,towards_data_science,14-03-2023,72,49
803,https://towardsdatascience.com/ml-everything-balancing-quantity-and-quality-in-machine-learning-methods-for-science-baa0477f5ac9,“ml-everything”?_balancing_quantity_and_quality_in_machine_learning_methods_for science,0,95.0,2,12,towards_data_science,14-03-2023,87,0
804,https://towardsdatascience.com/a-decade-of-knowledge-graphs-in-natural-language-processing-5fdb15abc2b3,a_decade_of_knowledge_graphs_in_natural_language_processing,an_overview_of_the_research_landscape…,63.0,0,8,towards_data_science,14-03-2023,59,38
805,https://towardsdatascience.com/the-difficulties-of-monitoring-machine-learning-models-in-production-ed3f87e88253,the_difficulties_of_monitoring_machine_learning_models_in_production,0,310.0,0,7,towards_data_science,14-03-2023,68,0
806,https://towardsdatascience.com/hacking-causal-inference-synthetic-control-with-ml-approaches-7f3c19c7abfa,hacking_causal_inference:_synthetic_control_with_ml_approaches,test_effectiveness_of_any_treatment…,16.0,0,5,towards_data_science,14-03-2023,62,36
807,https://towardsdatascience.com/a-laymans-guide-to-maximum-likelihood-estimation-with-r-code-9e992a10ecd9,maximum_likelihood_estimation_for_beginners_(with_r code),intuitive_explanation_of_maximum_likelihood…,89.0,1,4,towards_data_science,14-03-2023,57,44
808,https://towardsdatascience.com/running-a-stable-diffusion-cluster-on-gcp-with-tensorflow-serving-part-2-c421ecb7472a,running_a_stable_diffusion_cluster_on_gcp_with_tensorflow-serving_(part 2),creating_the_artifacts_and…,11.0,1,14,towards_data_science,14-03-2023,74,27
809,https://towardsdatascience.com/generate-a-3d-mesh-of-a-geographic-area-with-qgis-3844e3f7806a,generate_a_3d_mesh_of_a_geographic_area,from_a_digital_elevation_model_to_a_3d mesh,66.0,0,5,towards_data_science,14-03-2023,39,43
810,https://towardsdatascience.com/deploying-sagemaker-endpoints-with-terraform-3b09fb3e1d59,deploying_sagemaker_endpoints_with_terraform,infrastructure_as_code_with_terraform,10.0,0,7,towards_data_science,14-03-2023,44,37
811,https://towardsdatascience.com/hill-climbing-optimization-algorithm-simply-explained-dbf1e1e3cf6c,hill_climbing_optimization_algorithm_simply_explained,the_intuition_behind_one_of_the_most popular…,58.0,0,5,towards_data_science,14-03-2023,53,45
812,https://towardsdatascience.com/the-critical-role-of-loss-function-selection-in-creating-accurate-time-series-forecasts-77cf69dc9d2f,the_critical_role_of_loss_function_selection_in_creating_accurate_time_series_forecasts,0,4.0,0,8,towards_data_science,14-03-2023,87,0
813,https://towardsdatascience.com/evolutionary-multi-objective-optimization-with-rake-selection-2a238d2b9f77,evolutionary_multi-objective_optimization_with_rake_selection,a_method_for_well-distributed…,10.0,0,5,towards_data_science,14-03-2023,61,30
814,https://towardsdatascience.com/multi-regional-source-of-truth-d43e1cc9e098,multi-regional_source_of truth,multi-regional_bi_solution_with_bigquery_as dwh,12.0,0,8,towards_data_science,14-03-2023,30,47
815,https://uxdesign.cc/%cf%80-day-2023-257526bea9e9,circling_back_on_design_and_everything_else,"everywhere,_",160.0,1,7,ux_collective,14-03-2023,43,12
816,https://uxdesign.cc/character-creation-ux-58891061d087,character_creation ux,a_guide_to_ccis_in_game design.,94.0,0,8,ux_collective,14-03-2023,21,31
817,https://medium.com/swlh/60-seconds-with-my-former-boss-that-changed-his-reality-forever-5f0955d25fff,60_seconds_with_my_former_boss_that_changed_his_reality forever,“is_it_true_you_walked_past_my house…,1200.0,15,4,the_startup,14-03-2023,63,37
818,https://medium.com/swlh/buzzword-bingo-how-to-win-every-meeting-and-keep-yourself-from-screaming-984977b9ed34,the_8_meaningless_corporate_phrases_you’ll_hear_at_every meeting,how_many_can_you_score_in_a quick…,937.0,21,5,the_startup,14-03-2023,64,34
819,https://medium.com/swlh/5-changes-im-making-so-my-solopreneur-biz-prints-more-money-31d6e2276a35,5_changes_i’m_making_so_my_solopreneur_biz_prints_[more] money,i_didn’t_anticipate_this.,846.0,14,4,the_startup,14-03-2023,62,25
820,https://medium.com/swlh/4-dead-simple-documents-that-fortify-my-writing-game-easy-can-be-mighty-85d0a7df3e24,4_dead-simple_documents_that_fortify_my_writing_game — easy_can_be mighty,saving_me_thousands_of…,661.0,8,6,the_startup,14-03-2023,73,23
821,https://medium.com/swlh/freelance-writing-v-publishing-on-content-platforms-which-is-good-for-you-55cab60f9b5c,freelance_writing_vs_writing_on_content_platforms — which_is_good_for you?,"first,_let’s_look_at the…",677.0,10,7,the_startup,14-03-2023,74,25
